space,day,time,poi,tid,label
41.792222 123.432778,Tuesday,55,561493,267422,11300
41.792222 123.432778,Tuesday,194,561493,267422,11300
41.792222 123.432778,Wednesday,257,561493,267422,11300
41.792222 123.432778,Wednesday,314,561493,267422,11300
41.792222 123.432778,Thursday,21,561493,267423,11300
41.792222 123.432778,Thursday,465,561493,267423,11300
41.792222 123.432778,Thursday,537,561493,267423,11300
41.792222 123.432778,Thursday,590,561493,267423,11300
41.792222 123.432778,Thursday,591,561493,267423,11300
41.792222 123.432778,Thursday,1397,561493,267423,11300
41.792222 123.432778,Friday,118,561493,267423,11300
41.792222 123.432778,Friday,454,561493,267423,11300
41.792222 123.432778,Friday,792,561493,267423,11300
41.792222 123.432778,Friday,872,561493,267423,11300
41.792222 123.432778,Saturday,6,561493,267423,11300
41.792222 123.432778,Saturday,614,561493,267423,11300
41.792222 123.432778,Sunday,6,561493,267423,11300
41.792222 123.432778,Sunday,85,561493,267423,11300
41.792222 123.432778,Monday,15,561493,267423,11300
41.792222 123.432778,Monday,33,561493,267423,11300
41.792222 123.432778,Monday,470,561493,267423,11300
41.792222 123.432778,Monday,524,561493,267423,11300
41.792222 123.432778,Monday,525,561493,267423,11300
41.792222 123.432778,Monday,628,561493,267423,11300
41.792222 123.432778,Monday,630,561493,267423,11300
41.792222 123.432778,Monday,709,561493,267423,11300
41.792222 123.432778,Monday,824,561493,267423,11300
41.792222 123.432778,Monday,1010,561493,267423,11300
41.792222 123.432778,Tuesday,34,561493,267423,11300
41.792222 123.432778,Tuesday,246,561493,267423,11300
41.792222 123.432778,Tuesday,826,561493,267423,11300
41.792222 123.432778,Wednesday,162,561493,267423,11300
41.792222 123.432778,Wednesday,231,561493,267423,11300
41.792222 123.432778,Wednesday,413,561493,267423,11300
41.792222 123.432778,Wednesday,508,561493,267423,11300
41.792222 123.432778,Wednesday,770,561493,267423,11300
41.792222 123.432778,Wednesday,781,561493,267423,11300
41.792222 123.432778,Thursday,83,561493,267424,11300
41.792222 123.432778,Thursday,105,561493,267424,11300
41.792222 123.432778,Thursday,824,561493,267424,11300
41.792222 123.432778,Thursday,864,561493,267424,11300
41.792222 123.432778,Friday,569,561493,267424,11300
41.792222 123.432778,Friday,580,561493,267424,11300
41.792222 123.432778,Friday,674,561493,267424,11300
41.792222 123.432778,Friday,705,561493,267424,11300
41.792222 123.432778,Friday,710,561493,267424,11300
41.792222 123.432778,Friday,820,561493,267424,11300
41.792222 123.432778,Saturday,754,561493,267424,11300
41.792222 123.432778,Saturday,783,561493,267424,11300
41.792222 123.432778,Saturday,786,561493,267424,11300
41.792222 123.432778,Saturday,869,561493,267424,11300
41.792222 123.432778,Sunday,93,561493,267424,11300
41.792222 123.432778,Sunday,290,561493,267424,11300
41.792222 123.432778,Monday,139,561493,267424,11300
41.792222 123.432778,Monday,304,561493,267424,11300
41.792222 123.432778,Monday,308,561493,267424,11300
41.792222 123.432778,Monday,356,561493,267424,11300
41.792222 123.432778,Monday,518,561493,267424,11300
41.792222 123.432778,Monday,930,561493,267424,11300
41.792222 123.432778,Monday,932,561493,267424,11300
41.792222 123.432778,Monday,1407,561493,267424,11300
41.792222 123.432778,Tuesday,246,561493,267424,11300
41.792222 123.432778,Tuesday,474,561493,267424,11300
41.792222 123.432778,Tuesday,756,561493,267424,11300
41.792222 123.432778,Tuesday,785,561493,267424,11300
41.792222 123.432778,Wednesday,124,561493,267424,11300
41.792222 123.432778,Wednesday,407,561493,267424,11300
41.792222 123.432778,Wednesday,543,561493,267424,11300
41.792222 123.432778,Wednesday,929,561493,267424,11300
41.792222 123.432778,Thursday,14,561493,267426,11300
41.792222 123.432778,Thursday,152,561493,267426,11300
41.792222 123.432778,Thursday,379,561493,267426,11300
41.792222 123.432778,Thursday,396,561493,267426,11300
41.792222 123.432778,Thursday,925,561493,267426,11300
41.792222 123.432778,Thursday,1380,561493,267426,11300
41.792222 123.432778,Thursday,1389,561493,267426,11300
41.792222 123.432778,Thursday,1409,561493,267426,11300
41.792222 123.432778,Friday,78,561493,267426,11300
41.792222 123.432778,Friday,93,561493,267426,11300
41.792222 123.432778,Friday,703,561493,267426,11300
41.792222 123.432778,Friday,718,561493,267426,11300
41.792222 123.432778,Saturday,249,561493,267426,11300
41.792222 123.432778,Saturday,362,561493,267426,11300
41.792222 123.432778,Sunday,68,561493,267426,11300
41.792222 123.432778,Sunday,127,561493,267426,11300
41.792222 123.432778,Monday,98,561493,267426,11300
41.792222 123.432778,Monday,547,561493,267426,11300
41.792222 123.432778,Tuesday,277,561493,267426,11300
41.792222 123.432778,Tuesday,541,561493,267426,11300
41.792222 123.432778,Tuesday,546,561493,267426,11300
41.792222 123.432778,Tuesday,924,561493,267426,11300
41.792222 123.432778,Wednesday,71,561493,267426,11300
41.792222 123.432778,Wednesday,475,561493,267426,11300
41.792222 123.432778,Thursday,41,561493,267430,11300
41.792222 123.432778,Thursday,316,561493,267430,11300
41.792222 123.432778,Friday,309,561493,267430,11300
41.792222 123.432778,Friday,417,561493,267430,11300
41.792222 123.432778,Saturday,22,561493,267430,11300
41.792222 123.432778,Saturday,90,561493,267430,11300
41.792222 123.432778,Saturday,91,561493,267430,11300
41.792222 123.432778,Saturday,231,561493,267430,11300
41.792222 123.432778,Sunday,62,561493,267430,11300
41.792222 123.432778,Sunday,76,561493,267430,11300
41.792222 123.432778,Tuesday,422,561493,267430,11300
41.792222 123.432778,Tuesday,456,561493,267430,11300
41.792222 123.432778,Wednesday,28,561493,267430,11300
41.792222 123.432778,Wednesday,333,561493,267430,11300
41.792222 123.432778,Wednesday,339,561493,267430,11300
41.792222 123.432778,Wednesday,382,561493,267430,11300
41.792222 123.432778,Thursday,154,561493,267431,11300
41.792222 123.432778,Thursday,405,561493,267431,11300
41.792222 123.432778,Friday,78,561493,267431,11300
41.792222 123.432778,Friday,208,561493,267431,11300
41.792222 123.432778,Friday,214,561493,267431,11300
41.792222 123.432778,Friday,234,561493,267431,11300
41.792222 123.432778,Friday,538,561493,267431,11300
41.792222 123.432778,Friday,668,561493,267431,11300
41.792222 123.432778,Friday,674,561493,267431,11300
41.792222 123.432778,Friday,857,561493,267431,11300
41.792222 123.432778,Saturday,29,561493,267431,11300
41.792222 123.432778,Saturday,87,561493,267431,11300
41.792222 123.432778,Saturday,166,561493,267431,11300
41.792222 123.432778,Saturday,250,561493,267431,11300
41.792222 123.432778,Saturday,519,561493,267431,11300
41.792222 123.432778,Saturday,558,561493,267431,11300
41.792222 123.432778,Saturday,683,561493,267431,11300
41.792222 123.432778,Saturday,705,561493,267431,11300
41.792222 123.432778,Saturday,740,561493,267431,11300
41.792222 123.432778,Saturday,832,561493,267431,11300
41.792222 123.432778,Sunday,23,561493,267431,11300
41.792222 123.432778,Sunday,118,561493,267431,11300
41.792222 123.432778,Sunday,483,561493,267431,11300
41.792222 123.432778,Sunday,560,561493,267431,11300
41.792222 123.432778,Monday,29,561493,267431,11300
41.792222 123.432778,Monday,194,561493,267431,11300
41.792222 123.432778,Monday,251,561493,267431,11300
41.792222 123.432778,Monday,265,561493,267431,11300
41.792222 123.432778,Tuesday,103,561493,267431,11300
41.792222 123.432778,Tuesday,220,561493,267431,11300
41.792222 123.432778,Tuesday,266,561493,267431,11300
41.792222 123.432778,Tuesday,531,561493,267431,11300
41.792222 123.432778,Tuesday,725,561493,267431,11300
41.792222 123.432778,Tuesday,798,561493,267431,11300
41.792222 123.432778,Wednesday,119,561493,267431,11300
41.792222 123.432778,Wednesday,144,561493,267431,11300
41.792222 123.432778,Wednesday,435,561493,267431,11300
41.792222 123.432778,Wednesday,464,561493,267431,11300
41.792222 123.432778,Thursday,56,561493,267432,11300
41.792222 123.432778,Thursday,83,561493,267432,11300
41.792222 123.432778,Thursday,927,561493,267432,11300
41.792222 123.432778,Friday,28,561493,267432,11300
41.792222 123.432778,Friday,145,561493,267432,11300
41.792222 123.432778,Friday,633,561493,267432,11300
41.792222 123.432778,Friday,699,561493,267432,11300
41.792222 123.432778,Friday,703,561493,267432,11300
41.792222 123.432778,Saturday,321,561493,267432,11300
41.792222 123.432778,Saturday,528,561493,267432,11300
41.792222 123.432778,Saturday,835,561493,267432,11300
41.792222 123.432778,Saturday,861,561493,267432,11300
41.792222 123.432778,Sunday,133,561493,267432,11300
41.792222 123.432778,Sunday,728,561493,267432,11300
41.792222 123.432778,Monday,33,561493,267432,11300
41.792222 123.432778,Monday,189,561493,267432,11300
41.792222 123.432778,Monday,566,561493,267432,11300
41.792222 123.432778,Monday,665,561493,267432,11300
41.792222 123.432778,Tuesday,13,561493,267432,11300
41.792222 123.432778,Tuesday,71,561493,267432,11300
41.792222 123.432778,Tuesday,666,561493,267432,11300
41.792222 123.432778,Tuesday,838,561493,267432,11300
41.792222 123.432778,Tuesday,842,561493,267432,11300
41.792222 123.432778,Tuesday,905,561493,267432,11300
41.792222 123.432778,Wednesday,91,561493,267432,11300
41.792222 123.432778,Wednesday,573,561493,267432,11300
41.792222 123.432778,Wednesday,693,561493,267432,11300
41.792222 123.432778,Wednesday,761,561493,267432,11300
41.855833 123.923333,Thursday,13,561653,267438,11300
41.855833 123.923333,Thursday,140,561653,267438,11300
41.855833 123.923333,Thursday,715,561653,267438,11300
41.855833 123.923333,Thursday,740,561653,267438,11300
41.855833 123.923333,Friday,170,561653,267438,11300
41.855833 123.923333,Friday,399,561653,267438,11300
41.855833 123.923333,Saturday,55,561653,267438,11300
41.855833 123.923333,Saturday,303,561653,267438,11300
41.855833 123.923333,Saturday,380,561653,267438,11300
41.855833 123.923333,Saturday,497,561653,267438,11300
41.855833 123.923333,Sunday,118,561653,267438,11300
41.855833 123.923333,Sunday,203,561653,267438,11300
41.855833 123.923333,Sunday,595,561653,267438,11300
41.855833 123.923333,Sunday,652,561653,267438,11300
41.855833 123.923333,Sunday,668,561653,267438,11300
41.855833 123.923333,Sunday,790,561653,267438,11300
41.855833 123.923333,Sunday,795,561653,267438,11300
41.855833 123.923333,Sunday,852,561653,267438,11300
41.855833 123.923333,Sunday,897,561653,267438,11300
41.855833 123.923333,Sunday,911,561653,267438,11300
41.855833 123.923333,Sunday,1425,561653,267438,11300
41.855833 123.923333,Monday,44,561653,267438,11300
41.855833 123.923333,Monday,517,561653,267438,11300
41.860678 123.883746,Thursday,586,377997,267443,11300
41.860678 123.883746,Thursday,607,377997,267443,11300
41.860678 123.883746,Friday,1409,377997,267443,11300
41.860678 123.883746,Saturday,1414,377997,267443,11300
41.860678 123.883746,Sunday,222,377997,267443,11300
41.860678 123.883746,Sunday,298,377997,267443,11300
41.860678 123.883746,Sunday,380,377997,267443,11300
41.860678 123.883746,Sunday,639,377997,267443,11300
41.860678 123.883746,Sunday,646,377997,267443,11300
41.860678 123.883746,Sunday,671,377997,267443,11300
41.860678 123.883746,Monday,60,377997,267443,11300
41.860678 123.883746,Tuesday,6,377997,267443,11300
41.860678 123.883746,Tuesday,450,377997,267443,11300
41.860678 123.883746,Tuesday,502,377997,267443,11300
41.860678 123.883746,Tuesday,573,377997,267443,11300
41.860678 123.883746,Wednesday,66,377997,267443,11300
41.860678 123.883746,Wednesday,554,377997,267443,11300
41.860678 123.883746,Wednesday,793,377997,267443,11300
41.860678 123.883746,Thursday,71,377997,267444,11300
41.860678 123.883746,Thursday,82,377997,267444,11300
41.860678 123.883746,Friday,150,377997,267444,11300
41.860678 123.883746,Friday,419,377997,267444,11300
41.860678 123.883746,Friday,421,377997,267444,11300
41.860678 123.883746,Friday,630,377997,267444,11300
41.860678 123.883746,Friday,864,377997,267444,11300
41.860678 123.883746,Sunday,138,377997,267444,11300
41.860678 123.883746,Sunday,178,377997,267444,11300
41.860678 123.883746,Monday,269,377997,267444,11300
41.860678 123.883746,Monday,515,377997,267444,11300
41.860678 123.883746,Tuesday,490,377997,267444,11300
41.860678 123.883746,Tuesday,730,377997,267444,11300
41.860678 123.883746,Tuesday,731,377997,267444,11300
41.860678 123.883746,Wednesday,116,377997,267444,11300
41.860678 123.883746,Wednesday,129,377997,267444,11300
41.860678 123.883746,Thursday,112,377997,267447,11300
41.860678 123.883746,Thursday,334,377997,267447,11300
41.860678 123.883746,Thursday,735,377997,267447,11300
41.860678 123.883746,Friday,304,377997,267447,11300
41.860678 123.883746,Friday,869,377997,267447,11300
41.860678 123.883746,Saturday,437,377997,267447,11300
41.860678 123.883746,Sunday,590,377997,267447,11300
41.860678 123.883746,Sunday,714,377997,267447,11300
41.860678 123.883746,Monday,48,377997,267447,11300
41.860678 123.883746,Monday,95,377997,267447,11300
41.860678 123.883746,Monday,96,377997,267447,11300
41.860678 123.883746,Monday,436,377997,267447,11300
41.860678 123.883746,Monday,536,377997,267447,11300
41.860678 123.883746,Monday,579,377997,267447,11300
41.860678 123.883746,Tuesday,211,377997,267447,11300
41.860678 123.883746,Thursday,238,377997,267451,11300
41.860678 123.883746,Friday,807,377997,267451,11300
41.860678 123.883746,Saturday,829,377997,267451,11300
41.860678 123.883746,Sunday,394,377997,267451,11300
41.860678 123.883746,Sunday,565,377997,267451,11300
41.860678 123.883746,Monday,48,377997,267451,11300
41.860678 123.883746,Monday,65,377997,267451,11300
41.860678 123.883746,Tuesday,47,377997,267451,11300
41.860678 123.883746,Tuesday,565,377997,267451,11300
41.860678 123.883746,Wednesday,346,377997,267451,11300
41.860678 123.883746,Wednesday,766,377997,267451,11300
41.860678 123.883746,Friday,291,377997,267460,11300
41.860678 123.883746,Saturday,89,377997,267460,11300
41.860678 123.883746,Saturday,795,377997,267460,11300
41.860678 123.883746,Saturday,797,377997,267460,11300
41.860678 123.883746,Monday,160,377997,267460,11300
41.860678 123.883746,Monday,222,377997,267460,11300
41.860678 123.883746,Tuesday,463,377997,267460,11300
41.860678 123.883746,Wednesday,305,377997,267460,11300
41.860678 123.883746,Wednesday,804,377997,267460,11300
41.860678 123.883746,Thursday,73,377997,267460,11300
41.860678 123.883746,Thursday,178,377997,267460,11300
41.860678 123.883746,Friday,213,377997,267461,11300
41.860678 123.883746,Saturday,381,377997,267461,11300
41.860678 123.883746,Saturday,496,377997,267461,11300
41.860678 123.883746,Saturday,714,377997,267461,11300
41.860678 123.883746,Saturday,725,377997,267461,11300
41.860678 123.883746,Saturday,727,377997,267461,11300
41.860678 123.883746,Saturday,808,377997,267461,11300
41.860678 123.883746,Saturday,813,377997,267461,11300
41.860678 123.883746,Saturday,873,377997,267461,11300
41.860678 123.883746,Saturday,897,377997,267461,11300
41.860678 123.883746,Saturday,929,377997,267461,11300
39.447832 -119.759806,Tuesday,173,242215,325197,14356
39.447832 -119.759806,Tuesday,220,242215,325197,14356
39.447832 -119.759806,Wednesday,28,242215,325197,14356
39.447832 -119.759806,Wednesday,56,242215,325197,14356
39.447832 -119.759806,Thursday,51,242215,325197,14356
39.447832 -119.759806,Thursday,1326,242215,325197,14356
39.447832 -119.759806,Friday,303,242215,325197,14356
39.447832 -119.759806,Friday,336,242215,325197,14356
39.447832 -119.759806,Sunday,140,242215,325197,14356
39.447832 -119.759806,Monday,1372,242215,325197,14356
39.447832 -119.759806,Tuesday,249,242215,325198,14356
39.447832 -119.759806,Tuesday,623,242215,325198,14356
39.447832 -119.759806,Wednesday,1355,242215,325198,14356
39.447832 -119.759806,Thursday,468,242215,325198,14356
39.447832 -119.759806,Friday,390,242215,325198,14356
39.447832 -119.759806,Friday,454,242215,325198,14356
39.447832 -119.759806,Saturday,142,242215,325198,14356
39.447832 -119.759806,Saturday,318,242215,325198,14356
39.482213 -119.747565,Saturday,1400,233893,325198,14356
39.482213 -119.747565,Saturday,1422,233893,325198,14356
39.482213 -119.747565,Sunday,28,233893,325198,14356
39.482213 -119.747565,Sunday,42,233893,325198,14356
39.482213 -119.747565,Monday,111,233893,325198,14356
39.482213 -119.747565,Monday,275,233893,325198,14356
39.482213 -119.747565,Tuesday,166,233893,325199,14356
39.482213 -119.747565,Tuesday,189,233893,325199,14356
39.482213 -119.747565,Wednesday,587,233893,325199,14356
39.482213 -119.747565,Thursday,401,233893,325199,14356
39.482213 -119.747565,Friday,567,233893,325199,14356
39.482213 -119.747565,Saturday,459,233893,325199,14356
39.482213 -119.747565,Sunday,543,233893,325199,14356
39.482213 -119.747565,Sunday,583,233893,325199,14356
39.482213 -119.747565,Monday,253,233893,325199,14356
39.482213 -119.747565,Monday,537,233893,325199,14356
41.043889 -73.591111,Thursday,420,319529,325229,14356
41.043889 -73.591111,Thursday,533,319529,325229,14356
41.043889 -73.591111,Friday,495,319529,325229,14356
41.043889 -73.591111,Sunday,265,319529,325229,14356
41.043889 -73.591111,Sunday,305,319529,325229,14356
41.043889 -73.591111,Monday,1358,319529,325229,14356
41.043889 -73.591111,Monday,1433,319529,325229,14356
41.043889 -73.591111,Wednesday,266,319529,325229,14356
41.043889 -73.591111,Wednesday,485,319529,325229,14356
41.043889 -73.591111,Wednesday,599,319529,325229,14356
41.043889 -73.591111,Friday,1245,319529,325242,14356
41.043889 -73.591111,Friday,1283,319529,325242,14356
41.043889 -73.591111,Saturday,308,319529,325242,14356
41.043889 -73.591111,Saturday,340,319529,325242,14356
41.043889 -73.591111,Saturday,608,319529,325242,14356
41.043889 -73.591111,Saturday,1273,319529,325242,14356
41.043889 -73.591111,Saturday,1273,319529,325242,14356
41.043889 -73.591111,Sunday,252,319529,325242,14356
41.043889 -73.591111,Sunday,319,319529,325242,14356
41.043889 -73.591111,Sunday,442,319529,325242,14356
41.043889 -73.591111,Monday,1404,319529,325242,14356
41.043889 -73.591111,Tuesday,244,319529,325242,14356
41.043889 -73.591111,Tuesday,275,319529,325242,14356
41.043889 -73.591111,Wednesday,34,319529,325242,14356
41.043889 -73.591111,Wednesday,117,319529,325242,14356
41.043889 -73.591111,Thursday,437,319529,325242,14356
41.043889 -73.591111,Thursday,1295,319529,325242,14356
41.043889 -73.591111,Friday,1059,319529,325246,14356
41.043889 -73.591111,Saturday,112,319529,325246,14356
41.043889 -73.591111,Saturday,241,319529,325246,14356
41.043889 -73.591111,Sunday,229,319529,325246,14356
41.043889 -73.591111,Sunday,291,319529,325246,14356
41.043889 -73.591111,Sunday,295,319529,325246,14356
41.043889 -73.591111,Monday,185,319529,325246,14356
41.043889 -73.591111,Wednesday,1408,319529,325246,14356
41.043889 -73.591111,Thursday,321,319529,325246,14356
41.043889 -73.591111,Thursday,648,319529,325246,14356
41.043889 -73.591111,Friday,419,319529,325248,14356
41.043889 -73.591111,Friday,549,319529,325248,14356
41.043889 -73.591111,Saturday,1187,319529,325248,14356
41.043889 -73.591111,Tuesday,75,319529,325248,14356
41.043889 -73.591111,Tuesday,1340,319529,325248,14356
41.043889 -73.591111,Wednesday,31,319529,325248,14356
41.043889 -73.591111,Wednesday,210,319529,325248,14356
41.043889 -73.591111,Wednesday,216,319529,325248,14356
41.043889 -73.591111,Wednesday,259,319529,325248,14356
41.043889 -73.591111,Thursday,16,319529,325248,14356
41.043889 -73.591111,Thursday,91,319529,325248,14356
41.043889 -73.591111,Friday,197,319529,325250,14356
41.043889 -73.591111,Friday,356,319529,325250,14356
41.043889 -73.591111,Saturday,198,319529,325250,14356
41.043889 -73.591111,Saturday,413,319529,325250,14356
41.043889 -73.591111,Sunday,183,319529,325250,14356
41.043889 -73.591111,Monday,330,319529,325250,14356
41.043889 -73.591111,Monday,1352,319529,325250,14356
41.043889 -73.591111,Monday,1411,319529,325250,14356
41.043889 -73.591111,Tuesday,296,319529,325250,14356
41.043889 -73.591111,Thursday,112,319529,325250,14356
41.043889 -73.591111,Thursday,146,319529,325250,14356
41.043889 -73.591111,Friday,456,319529,325252,14356
41.043889 -73.591111,Friday,656,319529,325252,14356
41.043889 -73.591111,Friday,1425,319529,325252,14356
41.043889 -73.591111,Saturday,261,319529,325252,14356
41.043889 -73.591111,Saturday,362,319529,325252,14356
41.043889 -73.591111,Monday,7,319529,325252,14356
41.043889 -73.591111,Monday,1036,319529,325252,14356
41.043889 -73.591111,Tuesday,1262,319529,325252,14356
41.043889 -73.591111,Tuesday,1336,319529,325252,14356
41.043889 -73.591111,Tuesday,1424,319529,325252,14356
41.043889 -73.591111,Wednesday,191,319529,325252,14356
41.043889 -73.591111,Wednesday,1257,319529,325252,14356
41.043889 -73.591111,Wednesday,1318,319529,325252,14356
41.043889 -73.591111,Thursday,1275,319529,325252,14356
41.043889 -73.591111,Thursday,1294,319529,325252,14356
52.81027 -1.600916,Thursday,531,518908,360369,17372
52.81027 -1.600916,Thursday,580,518908,360369,17372
52.81027 -1.600916,Thursday,661,518908,360369,17372
52.81027 -1.600916,Thursday,708,518908,360369,17372
52.81027 -1.600916,Thursday,1196,518908,360369,17372
52.81027 -1.600916,Thursday,1379,518908,360369,17372
52.81027 -1.600916,Friday,533,518908,360369,17372
52.81027 -1.600916,Friday,675,518908,360369,17372
52.81027 -1.600916,Friday,802,518908,360369,17372
52.81027 -1.600916,Friday,1024,518908,360369,17372
52.81027 -1.600916,Saturday,439,518908,360369,17372
52.81027 -1.600916,Saturday,461,518908,360369,17372
52.81027 -1.600916,Saturday,814,518908,360369,17372
52.81027 -1.600916,Saturday,826,518908,360369,17372
52.81027 -1.600916,Saturday,827,518908,360369,17372
52.81027 -1.600916,Saturday,891,518908,360369,17372
52.81027 -1.600916,Sunday,466,518908,360369,17372
52.81027 -1.600916,Sunday,587,518908,360369,17372
52.81027 -1.600916,Sunday,1345,518908,360369,17372
52.81027 -1.600916,Monday,475,518908,360369,17372
52.81027 -1.600916,Monday,497,518908,360369,17372
52.81027 -1.600916,Tuesday,459,518908,360369,17372
52.81027 -1.600916,Tuesday,489,518908,360369,17372
52.81027 -1.600916,Wednesday,447,518908,360369,17372
52.81027 -1.600916,Wednesday,488,518908,360369,17372
52.81027 -1.600916,Wednesday,495,518908,360369,17372
52.81027 -1.600916,Wednesday,1117,518908,360369,17372
52.81027 -1.600916,Thursday,519,518908,360370,17372
52.81027 -1.600916,Thursday,549,518908,360370,17372
52.81027 -1.600916,Thursday,783,518908,360370,17372
52.81027 -1.600916,Thursday,944,518908,360370,17372
52.81027 -1.600916,Friday,493,518908,360370,17372
52.81027 -1.600916,Friday,615,518908,360370,17372
52.81027 -1.600916,Friday,616,518908,360370,17372
52.81027 -1.600916,Friday,877,518908,360370,17372
52.81027 -1.600916,Saturday,869,518908,360370,17372
52.81027 -1.600916,Saturday,1181,518908,360370,17372
52.81027 -1.600916,Sunday,498,518908,360370,17372
52.81027 -1.600916,Sunday,703,518908,360370,17372
52.81027 -1.600916,Monday,486,518908,360370,17372
52.81027 -1.600916,Monday,1379,518908,360370,17372
52.81027 -1.600916,Tuesday,451,518908,360370,17372
52.81027 -1.600916,Tuesday,478,518908,360370,17372
52.81027 -1.600916,Wednesday,567,518908,360370,17372
52.81027 -1.600916,Wednesday,688,518908,360370,17372
52.81027 -1.600916,Thursday,526,518908,360371,17372
52.81027 -1.600916,Thursday,660,518908,360371,17372
52.81027 -1.600916,Thursday,1375,518908,360371,17372
52.81027 -1.600916,Friday,793,518908,360371,17372
52.81027 -1.600916,Friday,812,518908,360371,17372
52.81027 -1.600916,Saturday,977,518908,360371,17372
52.81027 -1.600916,Saturday,1341,518908,360371,17372
52.81027 -1.600916,Sunday,439,518908,360371,17372
52.81027 -1.600916,Sunday,488,518908,360371,17372
52.81027 -1.600916,Monday,925,518908,360371,17372
52.81027 -1.600916,Monday,1418,518908,360371,17372
52.81027 -1.600916,Tuesday,478,518908,360371,17372
52.81027 -1.600916,Tuesday,594,518908,360371,17372
52.81027 -1.600916,Wednesday,468,518908,360371,17372
52.81027 -1.600916,Wednesday,565,518908,360371,17372
52.81027 -1.600916,Thursday,458,518908,360372,17372
52.81027 -1.600916,Thursday,542,518908,360372,17372
52.81027 -1.600916,Friday,440,518908,360372,17372
52.81027 -1.600916,Friday,516,518908,360372,17372
52.81027 -1.600916,Saturday,433,518908,360372,17372
52.81027 -1.600916,Saturday,601,518908,360372,17372
52.81027 -1.600916,Sunday,456,518908,360372,17372
52.81027 -1.600916,Monday,450,518908,360372,17372
52.81027 -1.600916,Monday,736,518908,360372,17372
52.81027 -1.600916,Tuesday,965,518908,360372,17372
52.81027 -1.600916,Tuesday,1094,518908,360372,17372
52.81027 -1.600916,Tuesday,1102,518908,360372,17372
52.81027 -1.600916,Tuesday,1393,518908,360372,17372
52.81027 -1.600916,Wednesday,481,518908,360372,17372
52.81027 -1.600916,Wednesday,595,518908,360372,17372
52.81027 -1.600916,Thursday,681,518908,360376,17372
52.81027 -1.600916,Friday,459,518908,360376,17372
52.81027 -1.600916,Friday,745,518908,360376,17372
52.81027 -1.600916,Saturday,461,518908,360376,17372
52.81027 -1.600916,Saturday,485,518908,360376,17372
52.81027 -1.600916,Sunday,564,518908,360376,17372
52.81027 -1.600916,Sunday,1125,518908,360376,17372
52.81027 -1.600916,Monday,1401,518908,360376,17372
52.81027 -1.600916,Tuesday,1395,518908,360376,17372
52.81027 -1.600916,Wednesday,445,518908,360376,17372
52.81027 -1.600916,Wednesday,498,518908,360376,17372
52.81027 -1.600916,Wednesday,613,518908,360376,17372
52.81027 -1.600916,Wednesday,862,518908,360376,17372
36.747727 -119.772366,Thursday,226,715835,398768,21586
36.747727 -119.772366,Thursday,253,715835,398768,21586
36.300784 -119.782911,Thursday,453,716115,398768,21586
36.32745 -119.645684,Thursday,475,715908,398768,21586
36.32745 -119.645684,Friday,64,715908,398768,21586
36.330228 -119.292058,Friday,109,716922,398768,21586
36.32745 -119.645684,Friday,211,715908,398768,21586
36.300784 -119.782911,Friday,1057,716115,398768,21586
36.32745 -119.645684,Saturday,45,715908,398768,21586
36.32745 -119.645684,Saturday,195,715908,398768,21586
36.300784 -119.782911,Saturday,1258,716115,398768,21586
36.747727 -119.772366,Saturday,1402,715835,398768,21586
36.747727 -119.772366,Sunday,21,715835,398768,21586
36.32745 -119.645684,Sunday,316,715908,398768,21586
36.32745 -119.645684,Sunday,1364,715908,398768,21586
36.32745 -119.645684,Monday,115,715908,398768,21586
36.32745 -119.645684,Monday,273,715908,398768,21586
36.32745 -119.645684,Tuesday,85,715908,398768,21586
36.32745 -119.645684,Tuesday,140,715908,398768,21586
36.300784 -119.782911,Tuesday,946,716115,398768,21586
36.32745 -119.645684,Wednesday,74,715908,398768,21586
36.32745 -119.645684,Wednesday,188,715908,398768,21586
36.300784 -119.782911,Wednesday,942,716115,398768,21586
36.330228 -119.292058,Thursday,156,716922,398769,21586
36.32745 -119.645684,Thursday,209,715908,398769,21586
36.32745 -119.645684,Thursday,385,715908,398769,21586
36.300784 -119.782911,Thursday,939,716115,398769,21586
36.32745 -119.645684,Friday,77,715908,398769,21586
36.32745 -119.645684,Friday,115,715908,398769,21586
36.300784 -119.782911,Friday,935,716115,398769,21586
36.330228 -119.292058,Saturday,109,716922,398769,21586
36.207729 -119.347338,Saturday,148,716866,398769,21586
36.32745 -119.645684,Saturday,228,715908,398769,21586
36.32745 -119.645684,Saturday,272,715908,398769,21586
36.747727 -119.772366,Sunday,29,715835,398769,21586
36.32745 -119.645684,Sunday,254,715908,398769,21586
36.32745 -119.645684,Sunday,314,715908,398769,21586
36.32745 -119.645684,Monday,7,715908,398769,21586
36.32745 -119.645684,Monday,36,715908,398769,21586
36.32745 -119.645684,Tuesday,177,715908,398769,21586
36.330228 -119.292058,Tuesday,215,716922,398769,21586
36.330228 -119.292058,Tuesday,235,716922,398769,21586
36.32745 -119.645684,Tuesday,335,715908,398769,21586
36.300784 -119.782911,Wednesday,48,716115,398769,21586
36.32745 -119.645684,Wednesday,181,715908,398769,21586
36.32745 -119.645684,Thursday,60,715908,398770,21586
36.32745 -119.645684,Thursday,87,715908,398770,21586
36.32745 -119.645684,Friday,59,715908,398770,21586
36.32745 -119.645684,Friday,99,715908,398770,21586
36.207729 -119.347338,Friday,215,716866,398770,21586
